"","genes","module","cox21.pvalue","cox21.estimate","cox36.pvalue","cox36.estimate","connect21.kwithin","connect36.kwithin"
"38","MIR338","turquoise",0.499069660968253,0.0278360633203614,0.477110861891905,-0.0631560136821864,141.441564074713,4.21035840161141
"39","MIR657","black",0.616802277694865,0.0471931299971321,0.456969171658329,0.111981554372945,2.65508271854224,1.7341379353188
"40","ABAT","grey",0.273697929969548,-0.066567415152586,0.6658286093329,-0.0409108337020508,0.00794843976771452,0.0177966574907579
"41","ABCA1","blue",0.222696864740111,0.0724277602263145,0.472167981505865,-0.0761176287611248,0.261223433946286,0.303742779808611
"42","ABCA10","grey",0.206401481296221,-0.0146870894907819,0.559912634709469,0.00982836135533713,0.005746710763208,0.000179683022567387
"43","ABCA11P","green",0.751081932073588,-0.0264639199168269,0.0643855988588941,0.251903776603674,1.38913202843364,0.919333335912996
"44","ABCA12","grey",0.270829024547841,-0.0340635928798425,0.995987306371472,0.000254660025897775,0.0208419736215196,0.0015406632398386
"45","ABCA3","turquoise",0.224338318915479,0.0539161257424432,0.421155620092651,0.0471335548943809,0.0372586519010552,0.0110522929933585
"46","ABCA17P","turquoise",0.0347828147312058,-0.103159031138681,0.933639030846158,0.00737316469265952,183.148880142773,45.4778816189436
"47","C9orf139","black",0.00824705705492534,-0.364795719646225,0.155954773964055,-0.287987744928807,0.535901577233666,0.861708800846716
"48","ABCA2","blue",0.296596607532012,0.0714858393614928,0.146796206426632,-0.140677227881825,4.11444675941576,0.118913007705855
"49","ABCA4","brown",0.369970988400379,-0.0671179188287494,0.349123405433868,-0.0843364750015384,0.179053548044642,0.0049353605113379
"50","ABCA5","turquoise",0.337372017768192,-0.0238109681632567,0.0520291965660694,-0.0800402113176545,0.75617562933444,0.418014574519484
"51","ABCA6","grey",0.413187550957719,0.0202592383869034,0.277435033881321,-0.0348541736151314,0.0133493245606526,0.00472332810130907
"52","ABCA7","blue",0.178189242636385,-0.126135212683753,0.842941082033635,0.027784641830314,0.624366235851758,1.85126729210988
"53","ABCA9","grey",0.811314324170935,0.00435516615507919,0.41333232835002,0.0170818112835433,0.00470986477533453,0.000133184925638348
"54","ABCB10","magenta",0.320265801940755,0.0618453905908145,0.635778642076777,-0.0365597092069316,7.68707691861614,24.2288443975868
"55","ABCB11","turquoise",0.0514256232510071,0.138483511618875,0.274460759374718,-0.116118580843648,0.268141720400061,0.0933313958664385
"56","RUNDC3B","turquoise",0.143016286275238,-0.0383993151175039,0.704025891466161,-0.0172983651031907,52.9000129022842,6.0187458830664
"57","ABCB4","brown",0.414734876465975,0.0279829751754251,0.134796615588541,0.0719758451655629,2.07335595995745,0.115980198092275
"58","ABCB5","grey",0.856592644016237,0.00176324239078554,0.925782236944572,-0.00136368650641359,0.00248978870824249,6.59725945490983e-05
"59","ABCB6","brown",0.246382920835337,0.0510007521502015,0.2322950868597,0.0807167869674459,0.189786646738974,0.119852058436413
"60","ABCB7","red",0.669792268979278,-0.0210771701470294,0.624750941478115,-0.0278224375603928,255.720978165097,224.244270563297
"61","ABCB8","purple",0.657454375397592,-0.0398946132216405,0.174450123263377,-0.187636667893511,0.397400077349782,0.0531082928480635
"62","ABCB9","turquoise",0.0171039956469176,-0.233144163033537,0.636921492443624,-0.0702770796404012,32.6050950018231,15.8204996338473
"63","OGFOD2","blue",0.764993411967892,0.0362808860017654,0.42036704426704,-0.138280403044739,27.3993513036123,26.1576265651708
